fips	low_birthweight_percentage	food_environment	physical_exercise_opportunities	teen_births	limited_healthy_access	stis	uninsured	primarycare_ratio	dentist_ratio	mentalhealth_ratio	otherproviders_ratio	HS_completion	some_college	disconnected_youth	unemployment	income_inequality	children_freelunches	single_parent_households	social_associations	water_violations	high_housing_costs	housing_overcrowding	segregation_black_white	segregation_nonwhite_white	homeownership	severe_ownership_cost	smoke_perc	obesity_perc	inactive_perc	drinking_perc	Food_Insecure_perc	preventable_hospitalization	mammogram_perc	flu_vaccine_perc	children_poverty_percent	median_income	Violent_crime	air_pollution	drive_alone_perc	long_commute_perc	traffic_volume
12033	0.101608214035992	6.5	0.731992917118867	0.0310783970089964	0.119902506802321	0.006774860292429	0.113831219154056	1471.8873239	1495.4218009	523.27363184	593.10902256	0.798852635353173	0.676897278894281	0.0560579646981913	0.0354237498107338	3.86662008302848	0.555991263774447	0.383965455424091	9.0267677154303e-4	0	0.1150288008	0.0112514549	39.373209635	33.786340739	0.611403065521307	0.118468746468712	0.2	0.29	0.3	0.2	0.17	5292	0.37	0.37	0.24	50644	660	9.9	0.76	0.22	257
12035	0.0770870337477798	7.1	0.754326199632169	0.0185105467068446	0.127292940572229	0.00310379151208035	0.147215925375857	1973.3928571	2949.1315789	1807.5322581	1697.9848485	0.810945273631841	0.610463958582238	0.0698254364089776	0.0404443783588589	3.8164552005012498	0.579379702134193	0.37341841186736496	6.1532892950864e-4	0	0.1462377027	0.0167758847	22.755598747	20.383916691	0.757980752664353	0.143576954397394	0.17	0.26	0.26	0.17	0.13	4514	0.51	0.46	0.18	58975	243	7.5	0.83	0.4	130
12039	0.120725933719095	6	0.597684795964561	0.040126141800783	0.0558381555950764	0.00837837251199236	0.163120162234726	5119	4589.4	849.88888889	3530.3076923	0.525641025641026	0.412278426286208	0.108518086347725	0.0457297297297297	4.34355896409914	0.806299509619012	0.589239369135556	0.00102016452866228	0	0.109016651	0.0479715724	32.074449123	31.50578162	0.710421545667447	0.111973898858075	0.2	0.43	0.35	0.15	0.22	6430	0.42	0.33	0.38	42259	361	10.6	0.84	0.55	35
12041	0.0766917293233083	7.9	0.22439341165358	0.0369098712446352	0.00269430925833875	0.00259257171842417	0.155291265813196	2534.7142857	3651.2	1659.6363636	1521.3333333	0.934131736526946	0.435613403489338	0.24075595727198	0.0375600524093755	4.07791892940264	0.574428196475441	0.347080072245635	5.0724229273516e-4	0	0.0977011494	0.0182254197	79.642975452	49.323940783	0.835662724619874	0.0924558587479936	0.21	0.38	0.36	0.19	0.15	6870	0.41	0.31	0.24	42186	323	8.2	0.75	0.54	31
12047	0.0956284153005464	6	0.453476586255828	0.0466637592673354	0.108139334846949	0.0061336717428088	0.151031997379054	14184	7155	14310	7155	0.68421052631579	0.297053358109902	0.239940387481371	0.042364990689013	5.37297297297297	0.718978102189781	0.407228017883756	6.3451776649746e-4	0	0.1038709677	0.0316012725	18.079776502	9.8927571169	0.700111482720178	0.166231918425421	0.22	0.41	0.39	0.15	0.2	6465	0.41	0.37	0.36	36299	332	9.2	0.77	0.31	17
12049	0.0725836780744641	6.4	0.595398651328838	0.0500158277936056	0.220564739140312	0.00372113385137354	0.20037532254281	9137	3027.2222222	5449	2270.4166667	0.727536231884058	0.237895042041171	0.119541875447387	0.0531346000682672	4.58826650943396	0.673904688700999	0.411535788742182	0.00109445113275692	0	0.1138047138	0.0767195767	36.493259112	27.834597586	0.661734431291817	0.0806385028209715	0.19	0.39	0.35	0.16	0.13	7502	0.36	0.36	0.38	39169	269	7.6	0.8	0.3	92
12051	0.0738566886769381	6.9	0.624757281553398	0.0474477175624016	0.150037281323454	0.00547748283639428	0.268542949281736	3103.6153846	2444.4705882	2308.6666667	2308.6666667	0.858606557377049	0.312270112232387	0.156135344476152	0.0607090198089621	4.60609075333002	0.710562227074236	0.496691210737254	8.6747465734751e-4	1	0.1499140893	0.0681337283	48.767486057	30.399398373	0.662093622682298	0.156895490902698	0.2	0.35	0.35	0.15	0.13	6468	0.33	0.3	0.34	44391	560	7.3	0.65	0.35	88
12053	0.0864128406121687	7	0.822720485246964	0.0206865671641791	0.143119637581174	0.00278741162029021	0.157973230211191	1759.9339623	2806.8382353	1280.9731544	1307.2945205	0.865372953305033	0.550974553329724	0.0679408299515643	0.0451997445540339	3.99058834438314	0.627506781092979	0.349184741507094	6.3252802152739e-4	0	0.1340183961	0.0167794698	33.730610194	26.118079559	0.777811016983723	0.125350268245631	0.19	0.32	0.32	0.16	0.13	5489	0.43	0.4	0.19	45884	258	8.3	0.82	0.4	79
12055	0.0841970977515548	6.7	0.809507420079768	0.0341466482203496	0.141906784068593	0.00326584566935257	0.184861938936869	1686.6065574	2703.1794872	1387.1578947	1198	0.72877618522602	0.41760831146575295	0.12247191011236	0.0481465233603861	3.7779194559558	0.718984280532044	0.355058476212104	0.00114693389578453	1	0.1283953722	0.0241975309	47.296381765	37.451990581	0.753497781894408	0.122531257973973	0.19	0.31	0.33	0.15	0.14	6189	0.4	0.38	0.39	39994	318	7.5	0.78	0.2	118
12057	0.0892937999966459	7.5	0.936508013986037	0.0236220208685749	0.0746272755945611	0.00590884630184173	0.142895389707832	1203.9025641	1767.3899139	560.62738978	707.82660099	0.832745523602822	0.654110169598737	0.0647181628392484	0.0338267476790496	4.79742846338082	0.600709448564979	0.39522698576491905	7.3975944329197e-4	1	0.1623455145	0.034416344	44.572495701	33.479804426	0.580545541145993	0.162028631389298	0.17	0.24	0.23	0.19	0.13	5272	0.36	0.41	0.2	58361	312	7.1	0.8	0.45	445
12061	0.0809491371480472	7	0.840061436809923	0.0248803044563572	0.135960729663547	0.00326460814986106	0.169200896479771	1625.0842105	1471.1495327	783.14925373	1042.4701987	0.876422764227642	0.555947395488943	0.0510896748838871	0.0427930695502581	4.48665765917919	0.561877987067754	0.312789953607423	9.197903914291e-4	0	0.1488670297	0.0166003804	53.486249538	42.583431401	0.781109001271711	0.1350874378309	0.15	0.26	0.26	0.19	0.13	3621	0.42	0.49	0.18	58228	255	7	0.8	0.24	143
12069	0.0866750022327409	7.4	0.856523436973998	0.0260822711276499	0.107923692303031	0.00317614452469098	0.155345411108899	1423.9382716	2048.8218391	1157.4512987	1146.2861736	0.779568159845311	0.593081252786447	0.0959551869634803	0.0351316713143946	4.05856158628802	0.602075323111132	0.366065248488764	8.1498885892889e-4	0	0.1346999751	0.0243372803	35.774272934	30.002910647	0.743229126661034	0.128888083113935	0.17	0.3	0.29	0.17	0.13	4749	0.54	0.5	0.2	52447	306	8.2	0.82	0.46	190
12071	0.0821128347343791	7.5	0.884632665000954	0.0238292186306948	0.0965933056271151	0.00384592491585771	0.186168529343354	1543.2651357	2056.1580381	930.46855734	953.99494311	0.790545793811227	0.539705756957608	0.0774800123528806	0.0339496445705081	4.26602551205183	0.547526844809646	0.389969524520322	6.2092139865588e-4	1	0.1571987666	0.0248367786	54.4512658	42.038951212	0.706074059905614	0.1572880685363	0.14	0.26	0.25	0.17	0.12	4308	0.51	0.49	0.18	56343	348	7.6	0.8	0.43	189
12073	0.0954202077431539	6.3	0.831981182415141	0.0114404088983271	0.083841244639493	0.0115125459881774	0.108044341247847	1156.5418327	2232.8396947	451.39197531	759.74545455	0.900335008375209	0.786137931034483	0.0500151561079115	0.033474507775371	5.23415526873435	0.41929661434119103	0.39377539746446705	0.00134347484601711	0	0.2010416187	0.0229052291	41.678628684	36.682149558	0.530562000743903	0.188913964881378	0.17	0.31	0.22	0.19	0.2	4826	0.4	0.41	0.2	51046	739	10.5	0.81	0.23	197
12079	0.122126436781609	5.7	0.497763212650853	0.0359572400388727	0.0956270095089472	0.00444468534879939	0.141826168810794	9224.5	3705.8	2058.7777778	1323.5	0.805369127516779	0.425608465608466	0.251821019771072	0.0389221556886228	5.6149296196466	0.517638588912887	0.488811392037199	0.00119247655699496	0	0.164917776	0.0412603151	36.582622515	35.39982014	0.768931457647411	0.163387096774194	0.21	0.35	0.33	0.14	0.22	6278	0.4	0.36	0.33	38249	872	9.7	0.83	0.4	48
12081	0.0732826320575349	7.8	0.911077863787159	0.029717868338558	0.0637016177218562	0.00394479875301825	0.16054229911633	1801.7336449	1907.5120773	984.67581047	1164.7640118	0.8205291679949	0.563147876636572	0.0770286162289298	0.0338907732721331	4.3803317535545	0.552139092060638	0.382819339006644	7.3916347443142e-4	0	0.1455212702	0.0245973969	49.205634198	38.479158144	0.71591763428285	0.146991758339945	0.15	0.27	0.24	0.19	0.12	4187	0.41	0.46	0.17	59587	519	8.1	0.79	0.37	340
12083	0.0880469139910165	7	0.756442839980924	0.033345062752392	0.104200213964467	0.00435159290312203	0.153584122007076	1737.0245098	2368.2697368	1043.4115942	1005.5223464	0.77355527638191	0.49384556951341296	0.106865376465602	0.0429110250025783	3.9806992871344704	0.663380118315741	0.410434051563084	7.0551117106388e-4	1	0.127990107	0.0167454167	47.630397478	38.050910793	0.758413056536326	0.127014652014652	0.19	0.3	0.33	0.17	0.15	4759	0.47	0.43	0.26	44517	377	8.5	0.81	0.34	100
12085	0.0705336426914153	7.9	0.965595483809237	0.0176643393994888	0.0826370329351139	0.0021447821764224	0.169913200523377	1508.7075472	1352.2016807	564.60350877	777.352657	0.839452395768513	0.612672422689278	0.0503455083909181	0.0350058657748891	4.98713375285583	0.477644205420226	0.305679372886566	9.37951389106e-4	1	0.160547504	0.0181009844	60.267866284	47.18408876	0.781382603930165	0.151492597686271	0.14	0.19	0.23	0.18	0.11	4521	0.47	0.48	0.16	61592	240	7.1	0.78	0.36	184
12086	0.0852271445522755	8.8	0.978377165838486	0.0166620527693603	0.0174698971485338	0.00445672571658655	0.200177997213496	1261.7129757	1517.3521978	625.92497733	811.99088503	0.80846185139983	0.619671240426561	0.0779632734342409	0.038515812165384	5.53825913061783	0.66093960942146	0.408007349390153	4.8622790352191e-4	0	0.2622945888	0.0606940987	69.668784355	55.109892313	0.516126066173132	0.262331527191493	0.16	0.22	0.25	0.16	0.1	7118	0.28	0.25	0.23	52043	602	7.2	0.77	0.56	1079
12089	0.0813932503158275	7.7	0.717652835747606	0.0245378807602187	0.0742778437201626	0.00249029871495751	0.124849495230157	2121.0512821	3301.2307692	802.1682243	1407.0819672	0.911366006256517	0.611831137402528	0.0654231625835189	0.0320972187421699	4.20066823249198	0.485045075406521	0.299174477065359	0.00111217224163151	0	0.1241523213	0.0123224371	25.460886241	18.108829714	0.784770013763964	0.110483261605178	0.19	0.28	0.25	0.21	0.12	5098	0.47	0.49	0.14	66898	166	8.9	0.83	0.5	23
12091	0.0787282755749818	7.3	0.752806627512139	0.0288364815021795	0.101524465197819	0.00538503227077893	0.134524698921197	1260.6832298	1205.0523256	615.04154303	835.76209677	0.868003731343284	0.685959002293578	0.0580593239825247	0.0294484263010284	4.09182972259395	0.45317678250165694	0.302387267904509	8.6712322018032e-4	0	0.1343700159	0.0179931705	33.524313101	25.936213251	0.630027259925326	0.127409678709505	0.18	0.27	0.28	0.19	0.13	4905	0.42	0.38	0.18	62779	395	10.1	0.83	0.33	222
12093	0.0752427184466019	5.6	0.770852085208521	0.047625260960334	0.28771103710371	0.00466290109361856	0.22455109805754	2080.25	2307.6111111	1805.9565217	1298.03125	0.720264317180617	0.351980198019802	0.183507023108292	0.0372944566875742	4.09245592455925	0.837429400091589	0.402794653705954	7.2106717942555e-4	0	0.1227508996	0.0525291829	46.356834701	30.232208573	0.717639363325823	0.101588756492515	0.21	0.33	0.38	0.17	0.14	9091	0.41	0.38	0.34	42258	390	7.1	0.82	0.25	140
12095	0.0870931244560487	7.5	0.937210503719166	0.0194947894187146	0.0687936345950455	0.00705943401471488	0.156524471070254	1144.1687871	2060.6641791	433.34745763	754.45081967	0.844860064585576	0.689691356057281	0.0651445062173747	0.0318025487895916	4.58048617492273	0.553274853248386	0.375845729427812	7.2128838562612e-4	1	0.1932458001	0.0291109363	51.562664282	35.612834849	0.546689692616651	0.189789495234003	0.16	0.25	0.25	0.17	0.14	5186	0.32	0.4	0.23	58037	648	6.9	0.79	0.44	512
12097	0.0822825901247224	8	0.779276848354021	0.0246522587347032	0.101779500292164	0.00407178147538191	0.161522493647973	2445.6944444	3607.745098	690.41275797	1448.7795276	0.866398570151921	0.606367271608736	0.102577266659821	0.0362861751695997	4.05029955605362	0.49377912430986	0.351539439898251	4.4579476404111e-4	1	0.2073543875	0.0341280471	27.040953492	20.65131322	0.611145848040501	0.198118439916701	0.18	0.3	0.31	0.16	0.1	6798	0.34	0.37	0.2	50473	426	8.1	0.81	0.6	271
